No,Title,ISSN,E-ISSN,CATEGORY,Publisher,Address,Nation
7790151,VISUAL NEUROSCIENCE,0952-5238,1469-8714,Neurosciences ; Ophthalmology,CAMBRIDGE UNIV PRESS,"EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",USA
7790152,VITIS,0042-7500,0042-7500,Horticulture,JULIUS KUHN INST - JKI,"Erwin-Baur-Str. 27, Quedlinburg, Germany, D-06484",GERMANY
7790153,VLAAMS DIERGENEESKUNDIG TIJDSCHRIFT,0303-9021,0303-9021,Veterinary Sciences,UNIV GHENT,"FACULTY VETERINARY MEDICINE, GHENT, BELGIUM, B-9000",BELGIUM
7790154,VLDB JOURNAL,1066-8888,0949-877X,"Computer Science, Hardware & Architecture ; Computer Science, Information Systems",SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7790155,VOJNOSANITETSKI PREGLED,0042-8450,2406-0720,"Medicine, General & Internal",MILITARY MEDICAL ACAD-INI,"CRNOTRAVSKA 17, PO BOX 33-35, BELGRADE, SERBIA, 11040",SERBIA
7790156,VOX SANGUINIS,0042-9007,1423-0410,Hematology,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790157,WASSERWIRTSCHAFT,0043-0978,2192-8762,Water Resources,SPRINGER VIEWEG-SPRINGER FACHMEDIEN WIESBADEN GMBH,"ABRAHAM-LINCOLN STASSE 46, WIESBADEN, GERMANY, 65189",GERMANY
7790158,WASTE AND BIOMASS VALORIZATION,1877-2641,1877-265X,Environmental Sciences,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",NETHERLANDS
7790159,WASTE MANAGEMENT,0956-053X,1879-2456,"Engineering, Environmental ; Environmental Sciences",PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",ENGLAND
7790160,WASTE MANAGEMENT & RESEARCH,0734-242X,1096-3669,"Engineering, Environmental ; Environmental Sciences",SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",ENGLAND
7790161,WATER,,2073-4441,Environmental Sciences ; Water Resources,MDPI,"ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052",SWITZERLAND
7790162,WATER AIR AND SOIL POLLUTION,0049-6979,1573-2932,Environmental Sciences ; Meteorology & Atmospheric Sciences ; Water Resources,SPRINGER INT PUBL AG,"GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330",SWITZERLAND
7790163,WATER ALTERNATIVES-AN INTERDISCIPLINARY JOURNAL ON WATER POLITICS AND DEVELOPMENT,1965-0175,1965-0175,Water Resources,WATER ALTERNATIVES ASSOC,"VILLA D ASSAS, 457 AVENUE DU PERE SOULAS, MONTPELLIER, FRANCE, 34090",FRANCE
7790164,WATER AND ENVIRONMENT JOURNAL,1747-6585,1747-6593,Environmental Sciences ; Limnology ; Water Resources,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790165,WATERBIRDS,1524-4695,1938-5390,Ornithology,WATERBIRD SOC,"NATL MUSEUM NATURAL HISTORY SMITHSONIAN INST, WASHINGTON, USA, DC, 20560",USA
7790166,WATER ECONOMICS AND POLICY,2382-624X,2382-6258,Water Resources,WORLD SCIENTIFIC PUBL CO PTE LTD,"5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224",SINGAPORE
7790167,WATER ENVIRONMENT RESEARCH,1061-4303,1554-7531,"Engineering, Environmental ; Environmental Sciences ; Limnology ; Water Resources",WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790168,WATER INTERNATIONAL,0250-8060,1941-1707,"Engineering, Civil ; Water Resources","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",ENGLAND
7790169,WATER POLICY,1366-7017,1996-9759,Water Resources,IWA PUBLISHING,"REPUBLIC-EXPORT BLDG, UNITS 1 04 & 1 05, 1 CLOVE CRESCENT, LONDON, England, E14 2BA",ENGLAND
7790170,WATER QUALITY RESEARCH JOURNAL,2709-8044,2709-8052,Water Resources,IWA PUBLISHING,"REPUBLIC-EXPORT BLDG, UNITS 1 04 & 1 05, 1 CLOVE CRESCENT, LONDON, England, E14 2BA",ENGLAND
7790171,WATER RESEARCH,0043-1354,1879-2448,"Engineering, Environmental ; Environmental Sciences ; Water Resources",PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",ENGLAND
7790172,WATER RESEARCH X,,2589-9147,"Engineering, Environmental ; Environmental Sciences ; Water Resources",ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7790173,WATER RESOURCES,0097-8078,1608-344X,Water Resources,MAIK NAUKA/INTERPERIODICA/SPRINGER,"233 SPRING ST, NEW YORK, USA, NY, 10013-1578",USA
7790174,WATER RESOURCES AND ECONOMICS,2212-4284,2212-4284,Environmental Sciences ; Water Resources,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7790175,WATER RESOURCES AND INDUSTRY,,2212-3717,Water Resources,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7790176,WATER RESOURCES MANAGEMENT,0920-4741,1573-1650,"Engineering, Civil ; Water Resources",SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",NETHERLANDS
7790177,WATER RESOURCES RESEARCH,0043-1397,1944-7973,Environmental Sciences ; Limnology ; Water Resources,AMER GEOPHYSICAL UNION,"2000 FLORIDA AVE NW, WASHINGTON, USA, DC, 20009",USA
7790178,WATER REUSE,2709-6092,2709-6106,"Engineering, Environmental ; Water Resources",IWA PUBLISHING,"REPUBLIC-EXPORT BLDG, UNITS 1 04 & 1 05, 1 CLOVE CRESCENT, LONDON, England, E14 2BA",ENGLAND
7790179,WATER SA,0378-4738,1816-7950,Water Resources,WATER RESEARCH COMMISSION,"PO BOX 824, PRETORIA, SOUTH AFRICA, 0001",SOUTH AFRICA
7790180,WATER SCIENCE AND TECHNOLOGY,0273-1223,1996-9732,"Engineering, Environmental ; Environmental Sciences ; Water Resources",IWA PUBLISHING,"REPUBLIC-EXPORT BLDG, UNITS 1 04 & 1 05, 1 CLOVE CRESCENT, LONDON, England, E14 2BA",ENGLAND
7790181,WATER SUPPLY,1606-9749,1607-0798,"Engineering, Environmental ; Environmental Sciences ; Water Resources",IWA PUBLISHING,"REPUBLIC-EXPORT BLDG, UNITS 1 04 & 1 05, 1 CLOVE CRESCENT, LONDON, England, E14 2BA",ENGLAND
7790182,WAVE MOTION,0165-2125,1878-433X,"Acoustics ; Mechanics ; Physics, Multidisciplinary",ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7790183,WEAR,0043-1648,1873-2577,"Engineering, Mechanical ; Materials Science, Multidisciplinary",ELSEVIER SCIENCE SA,"PO BOX 564, LAUSANNE, SWITZERLAND, 1001",SWITZERLAND
7790184,WEATHER,0043-1656,1477-8696,Meteorology & Atmospheric Sciences,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790185,WEATHER AND CLIMATE EXTREMES,2212-0947,2212-0947,Meteorology & Atmospheric Sciences,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7790186,WEATHER AND FORECASTING,0882-8156,1520-0434,Meteorology & Atmospheric Sciences,AMER METEOROLOGICAL SOC,"45 BEACON ST, BOSTON, United States, MA, 02108-3693",USA
7790187,WEATHER CLIMATE AND SOCIETY,1948-8327,1948-8335,Meteorology & Atmospheric Sciences,AMER METEOROLOGICAL SOC,"45 BEACON ST, BOSTON, United States, MA, 02108-3693",USA
7790188,WEB ECOLOGY,2193-3081,1399-1183,Ecology ; Environmental Sciences,COPERNICUS GESELLSCHAFT MBH,"BAHNHOFSALLEE 1E, GOTTINGEN, GERMANY, 37081",GERMANY
7790189,WEED BIOLOGY AND MANAGEMENT,1444-6162,1445-6664,Agronomy ; Plant Sciences,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790190,WEED RESEARCH,0043-1737,1365-3180,Agronomy ; Plant Sciences,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790191,WEED SCIENCE,0043-1745,1550-2759,Agronomy ; Plant Sciences,CAMBRIDGE UNIV PRESS,"EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",USA
7790192,WEED TECHNOLOGY,0890-037X,1550-2740,Agronomy ; Plant Sciences,CAMBRIDGE UNIV PRESS,"EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",USA
7790193,WELDING IN THE WORLD,0043-2288,1878-6669,Metallurgy & Metallurgical Engineering,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",GERMANY
7790194,WELDING JOURNAL,0043-2296,0043-2296,Metallurgy & Metallurgical Engineering,AMER WELDING SOC,"8669 NW 36th Street #130, Miami, United States, FL, 33166",USA
7790195,WESTERN JOURNAL OF EMERGENCY MEDICINE,1936-900X,1936-9018,Emergency Medicine,WESTJEM,"C/O SHAHRAM LOTFIPOUR, MD, MPH, 333 CITY BLVD W STE 640, RT 128-01, ORANGE, USA, CA, 92868",USA
7790196,WESTERN JOURNAL OF NURSING RESEARCH,0193-9459,1552-8456,Nursing,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",USA
7790197,WESTERN NORTH AMERICAN NATURALIST,1527-0904,1944-8341,Biodiversity Conservation ; Ecology,BRIGHAM YOUNG UNIV,"290 LIFE SCIENCE MUSEUM, PROVO, USA, UT, 84602",USA
7790198,WEST INDIAN MEDICAL JOURNAL,0043-3144,2309-5830,"Medicine, General & Internal",UNIV WEST INDIES FACULTY MEDICAL SCIENCES,"MONA CAMPUS, KINGSTON, JAMAICA, 7",JAMAICA
7790199,WETLANDS,0277-5212,1943-6246,Ecology ; Environmental Sciences,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",NETHERLANDS
7790200,WETLANDS ECOLOGY AND MANAGEMENT,0923-4861,1572-9834,Environmental Sciences ; Water Resources,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",NETHERLANDS
7790201,WIENER KLINISCHE WOCHENSCHRIFT,0043-5325,1613-7671,"Medicine, General & Internal",SPRINGER WIEN,"Prinz-Eugen-Strasse 8-10, Vienna, Austria, A-1040",AUSTRIA
7790202,WIENER TIERARZTLICHE MONATSSCHRIFT,0043-535X,,Veterinary Sciences,B W K  PUBLISHING SOLUTIONS & VERLAG,"BARMHERZIGENGASSE 17, STG 3, OFFICE 5, WIEN, AUSTRIA, A-1030",AUSTRIA
7790203,WILDERNESS & ENVIRONMENTAL MEDICINE,1080-6032,1545-1534,"Public, Environmental & Occupational Health ; Sport Sciences",ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",USA
7790204,WILDFOWL,0954-6324,2052-6458,Ornithology,WILDFOWL & WETLANDS TRUST,"SLIMBRIDGE, UK, GLOS, GL2 7BT,",UNITED KINGDOM
7790205,WILDLIFE BIOLOGY,0909-6396,1903-220X,Ecology ; Zoology,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",DENMARK
7790206,WILDLIFE MONOGRAPHS,0084-0173,1938-5455,Ecology ; Zoology,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790207,WILDLIFE RESEARCH,1035-3712,1448-5494,Ecology ; Zoology,CSIRO PUBLISHING,"UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, AUSTRALIA, VIC, 3168",AUSTRALIA
7790208,WILDLIFE SOCIETY BULLETIN,2328-5540,2328-5540,Biodiversity Conservation,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790209,WILEY INTERDISCIPLINARY REVIEWS-CLIMATE CHANGE,1757-7780,1757-7799,Meteorology & Atmospheric Sciences,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790210,WILEY INTERDISCIPLINARY REVIEWS-COMPUTATIONAL MOLECULAR SCIENCE,1759-0876,1759-0884,"Chemistry, Multidisciplinary ; Mathematical & Computational Biology",WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790211,WILEY INTERDISCIPLINARY REVIEWS-COMPUTATIONAL STATISTICS,1939-0068,1939-0068,Statistics & Probability,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790212,WILEY INTERDISCIPLINARY REVIEWS-DATA MINING AND KNOWLEDGE DISCOVERY,1942-4787,1942-4795,"Computer Science, Artificial Intelligence ; Computer Science, Theory & Methods","WILEY PERIODICALS, INC","ONE MONTGOMERY ST, SUITE 1200, SAN FRANCISCO, USA, CA, 94104",USA
7790213,WILEY INTERDISCIPLINARY REVIEWS-ENERGY AND ENVIRONMENT,2041-8396,2041-840X,Energy & Fuels,"WILEY PERIODICALS, INC","ONE MONTGOMERY ST, SUITE 1200, SAN FRANCISCO, USA, CA, 94104",USA
7790214,WILEY INTERDISCIPLINARY REVIEWS-NANOMEDICINE AND NANOBIOTECHNOLOGY,1939-5116,1939-0041,"Nanoscience & Nanotechnology ; Medicine, Research & Experimental",WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790215,WILEY INTERDISCIPLINARY REVIEWS-RNA,1757-7004,1757-7012,Cell Biology,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790216,WILEY INTERDISCIPLINARY REVIEWS-WATER,2049-1948,2049-1948,Environmental Sciences ; Water Resources,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790217,WILLDENOWIA,0511-9618,1868-6397,Plant Sciences,BOTANISCHER GARTEN & BOTANISCHE MUSEUM BERLIN-DAHLEM,"FREIE UNIV BERLIN, KOENIGIN-LUISE-STRASSE 6-8, BERLIN, GERMANY, D-14191",GERMANY
7790218,WILSON JOURNAL OF ORNITHOLOGY,1559-4491,1938-5447,Ornithology,WILSON ORNITHOLOGICAL SOC,"5400 BOSQUE BLVD, STE 680, WACO, USA, TX, 76710",USA
7790219,WIND AND STRUCTURES,1226-6116,1598-6225,"Construction & Building Technology ; Engineering, Civil ; Mechanics",TECHNO-PRESS,"PO BOX 33, YUSEONG, DAEJEON, SOUTH KOREA, 305-600",SOUTH KOREA
7790220,WIND ENERGY,1095-4244,1099-1824,"Energy & Fuels ; Engineering, Mechanical",WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790221,WIRELESS NETWORKS,1022-0038,1572-8196,"Computer Science, Information Systems ; Engineering, Electrical & Electronic ; Telecommunications",SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",NETHERLANDS
7790222,WIRELESS PERSONAL COMMUNICATIONS,0929-6212,1572-834X,Telecommunications,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7790223,WIRES MECHANISMS OF DISEASE,2692-9368,2692-9368,"Medicine, Research & Experimental",WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790224,WOCHENBLATT FUR PAPIERFABRIKATION,0043-7131,0043-7131,"Materials Science, Paper & Wood",DEUTSCHER FACHVERLAG GMBH,"MAINZER LANDSTRASSE 251, FRANKFURT MAIN, GERMANY, 60328",GERMANY
7790225,WOMEN AND BIRTH,1871-5192,1878-1799,Nursing ; Obstetrics & Gynecology,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7790226,WOOD AND FIBER SCIENCE,0735-6161,0735-6161,"Forestry ; Materials Science, Paper & Wood ; Materials Science, Textiles",SOC WOOD SCI TECHNOL,"ONE GIFFORD PINCHOT DR, MADISON, USA, WI, 53705",USA
7790227,WOOD MATERIAL SCIENCE & ENGINEERING,1748-0272,1748-0280,"Materials Science, Paper & Wood",TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",ENGLAND
7790228,WOOD RESEARCH,1336-4561,,"Materials Science, Paper & Wood",SLOVAK FOREST PRODUCTS RESEARCH INST,"LAMACSKA CESTA 3, BRATISLAVA, SLOVAKIA, SK-841 04",SLOVAKIA
7790229,WOOD SCIENCE AND TECHNOLOGY,0043-7719,1432-5225,"Forestry ; Materials Science, Paper & Wood",SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7790230,WORKPLACE HEALTH & SAFETY,2165-0799,2165-0969,Nursing,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",USA
7790231,WORLD ALLERGY ORGANIZATION JOURNAL,1939-4551,1939-4551,Allergy ; Immunology,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7790232,WORLD JOURNAL OF BIOLOGICAL PSYCHIATRY,1562-2975,1814-1412,Psychiatry,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",ENGLAND
7790233,WORLD JOURNAL OF CLINICAL CASES,2307-8960,2307-8960,"Medicine, General & Internal",BAISHIDENG PUBLISHING GROUP INC,"7041 Koll Center Parkway, Suite 160, PLEASANTON, United States, CA, 94566",USA
7790234,WORLD JOURNAL OF DIABETES,,1948-9358,Endocrinology & Metabolism,BAISHIDENG PUBLISHING GROUP INC,"7041 Koll Center Parkway, Suite 160, PLEASANTON, United States, CA, 94566",USA
7790235,WORLD JOURNAL OF EMERGENCY MEDICINE,1920-8642,1920-8642,Emergency Medicine,ZHEJIANG UNIV PRESS,"Xixi Campus, Zhejiang University, No. 148 Tianmushan Road, Hangzhou, Peoples R China, Zhejiang, 310028",CHINA
7790236,WORLD JOURNAL OF EMERGENCY SURGERY,1749-7922,1749-7922,Emergency Medicine ; Surgery,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",ENGLAND
7790237,WORLD JOURNAL OF GASTROENTEROLOGY,1007-9327,2219-2840,Gastroenterology & Hepatology,BAISHIDENG PUBLISHING GROUP INC,"7041 Koll Center Parkway, Suite 160, PLEASANTON, United States, CA, 94566",USA
7790238,WORLD JOURNAL OF GASTROINTESTINAL ONCOLOGY,1948-5204,1948-5204,Oncology ; Gastroenterology & Hepatology,BAISHIDENG PUBLISHING GROUP INC,"7041 Koll Center Parkway, Suite 160, PLEASANTON, United States, CA, 94566",USA
7790239,WORLD JOURNAL OF GASTROINTESTINAL SURGERY,1948-9366,1948-9366,Gastroenterology & Hepatology ; Surgery,BAISHIDENG PUBLISHING GROUP INC,"7041 Koll Center Parkway, Suite 160, PLEASANTON, United States, CA, 94566",USA
7790240,WORLD JOURNAL OF MENS HEALTH,2287-4208,2287-4690,Andrology ; Urology & Nephrology,KOREAN SOC SEXUAL MEDICINE & ANDROLOGY,"PUSAN NATL UNIV MEDICAL SCH, DEPT UROLOGY, 179 GUDEOK-RO, SEO-GU, BUSAN, South Korea, 49241",SOUTH KOREA
7790241,WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,0959-3993,1573-0972,Biotechnology & Applied Microbiology,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",NETHERLANDS
7790242,WORLD JOURNAL OF PEDIATRICS,1708-8569,1867-0687,Pediatrics,ZHEJIANG UNIV PRESS,"Xixi Campus, Zhejiang University, No. 148 Tianmushan Road, Hangzhou, Peoples R China, Zhejiang, 310028",CHINA
7790243,WORLD JOURNAL OF PSYCHIATRY,2220-3206,2220-3206,Psychiatry,BAISHIDENG PUBLISHING GROUP INC,"7041 Koll Center Parkway, Suite 160, PLEASANTON, United States, CA, 94566",USA
7790244,WORLD JOURNAL OF STEM CELLS,1948-0210,1948-0210,Cell & Tissue Engineering ; Cell Biology,BAISHIDENG PUBLISHING GROUP INC,"7041 Koll Center Parkway, Suite 160, PLEASANTON, United States, CA, 94566",USA
7790245,WORLD JOURNAL OF SURGERY,0364-2313,1432-2323,Surgery,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7790246,WORLD JOURNAL OF SURGICAL ONCOLOGY,,1477-7819,Oncology ; Surgery,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",ENGLAND
7790247,WORLD JOURNAL OF UROLOGY,0724-4983,1433-8726,Urology & Nephrology,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7790248,WORLD MYCOTOXIN JOURNAL,1875-0710,1875-0796,Food Science & Technology ; Mycology ; Toxicology,WAGENINGEN ACADEMIC PUBLISHERS,"PO BOX 220, WAGENINGEN, NETHERLANDS, 6700 AE",NETHERLANDS
7790249,WORLD NEUROSURGERY,1878-8750,1878-8769,Clinical Neurology ; Surgery,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",USA
7790250,WORLD PSYCHIATRY,1723-8617,2051-5545,Psychiatry,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790251,WORLD RABBIT SCIENCE,1257-5011,1989-8886,"Agriculture, Dairy & Animal Science","UNIV POLITECNICA VALENCIA, EDITORIAL UPV","CAMINO VERA S-N, VALENCIA, SPAIN, 46022",SPAIN
7790252,WORLDS POULTRY SCIENCE JOURNAL,0043-9339,1743-4777,"Agriculture, Dairy & Animal Science",TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",ENGLAND
7790253,WORLDVIEWS ON EVIDENCE-BASED NURSING,1545-102X,1741-6787,Nursing,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790254,WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS,1386-145X,1573-1413,"Computer Science, Information Systems ; Computer Science, Software Engineering",SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7790255,WOUND MANAGEMENT & PREVENTION,2640-5237,2640-5245,Dermatology ; Nursing,HMP,"70 E SWEDESFORD RD, STE 100, MALVERN, USA, PA, 19355",USA
7790256,WOUND REPAIR AND REGENERATION,1067-1927,1524-475X,"Cell Biology ; Dermatology ; Medicine, Research & Experimental ; Surgery",WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790257,WOUNDS-A COMPENDIUM OF CLINICAL RESEARCH AND PRACTICE,1044-7946,1943-2704,Dermatology ; Surgery,H M P COMMUNICATIONS,"83 GENERAL WARREN BLVD, STE 100, MALVERN, USA, PA, 19355",USA
7790258,XENOBIOTICA,0049-8254,1366-5928,Pharmacology & Pharmacy ; Toxicology,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",ENGLAND
7790259,XENOTRANSPLANTATION,0908-665X,1399-3089,"Medicine, Research & Experimental ; Transplantation",WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790260,X-RAY SPECTROMETRY,0049-8246,1097-4539,Spectroscopy,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790261,YAKUGAKU ZASSHI-JOURNAL OF THE PHARMACEUTICAL SOCIETY OF JAPAN,0031-6903,1347-5231,Pharmacology & Pharmacy,PHARMACEUTICAL SOC JAPAN,"2-12-15 SHIBUYA, SHIBUYA-KU, TOKYO, JAPAN, 150-0002",JAPAN
7790262,YALE JOURNAL OF BIOLOGY AND MEDICINE,0044-0086,1551-4056,Biology,"YALE J BIOLOGY MEDICINE, INC","333 CEDAR ST, PO BOX 208000, NEW HAVEN, USA, CT, 06520-8000",USA
7790263,YEAST,0749-503X,1097-0061,Biochemistry & Molecular Biology ; Biotechnology & Applied Microbiology ; Microbiology ; Mycology,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790264,YONAGO ACTA MEDICA,0513-5710,1346-8049,"Medicine, Research & Experimental",TOTTORI UNIV MEDICAL PRESS,"86 NISHI-CHO, YONAGO, JAPAN, TOTTORI-KEN, 683-8503",JAPAN
7790265,YONSEI MEDICAL JOURNAL,0513-5796,1976-2437,"Medicine, General & Internal",YONSEI UNIV COLL MEDICINE,"50-1 YONSEI-RO, SEODAEMUN-GU, SEOUL, SOUTH KOREA, 120-752",SOUTH KOREA
7790266,ZAMM-ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND MECHANIK,0044-2267,1521-4001,"Mathematics, Applied ; Mechanics",WILEY-V C H VERLAG GMBH,"POSTFACH 101161, WEINHEIM, GERMANY, 69451",GERMANY
7790267,ZEBRAFISH,1545-8547,1557-8542,Developmental Biology ; Zoology,"MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801",USA
7790268,ZEITSCHRIFT DER DEUTSCHEN GESELLSCHAFT FUR GEOWISSENSCHAFTEN,1860-1804,1861-4094,"Geosciences, Multidisciplinary",E SCHWEIZERBARTSCHE VERLAGSBUCHHANDLUNG,"NAEGELE U OBERMILLER, SCIENCE PUBLISHERS, JOHANNESSTRASSE 3A, STUTTGART, GERMANY, D 70176",GERMANY
7790269,ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN,0232-2064,1661-4534,"Mathematics, Applied ; Mathematics",EUROPEAN MATHEMATICAL SOC-EMS,"PUBLISHING HOUSE GMBH INST MATHEMATIK TECHNISCHE UNIV BERLIN STRASSE 17, JUNI 136, BERLIN, Germany, 10623",SWITZERLAND
7790270,ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND PHYSIK,0044-2275,1420-9039,"Mathematics, Applied",SPRINGER INT PUBL AG,"GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330",SWITZERLAND
7790271,ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE,0044-2313,1521-3749,"Chemistry, Inorganic & Nuclear",WILEY-V C H VERLAG GMBH,"POSTFACH 101161, WEINHEIM, GERMANY, 69451",GERMANY
7790272,ZEITSCHRIFT FUR ARZNEI- & GEWURZPFLANZEN,1431-9292,,Plant Sciences,AGRIMEDIA GMBH,"LUCHOWER STR 13A, CLENZE, GERMANY, 29459",GERMANY
7790273,ZEITSCHRIFT FUR GASTROENTEROLOGIE,0044-2771,1439-7803,Gastroenterology & Hepatology,GEORG THIEME VERLAG KG,"RUDIGERSTR 14, STUTTGART, GERMANY, D-70469",GERMANY
7790274,ZEITSCHRIFT FUR GEBURTSHILFE UND NEONATOLOGIE,0948-2393,1439-1651,Obstetrics & Gynecology ; Pediatrics,GEORG THIEME VERLAG KG,"RUDIGERSTR 14, STUTTGART, GERMANY, D-70469",GERMANY
